;Unnamed: 0;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
7837;7372848;5073324055;GGB4897;NY;PAS;04/19/2014;7;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;0903A;;;;;WOODHAVEN BLVD.(N/B);@ROCKAWAY BLVD.-QP-3;0.0;1111.0;D;T;;;;GY;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7842;2055346;5071077899;FZK4276;NY;PAS;10/07/2013;7;4DSD;VOLKS;V;0;0;0;0;;0;0;0;;;0947P;;;;;HORACE HARDING EXPWY;.(W/B)@159TH ST.-RM-;0.0;1111.0;D;T;;;;GY;;2012.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7843;8211049;7504747439;EME5355;NY;PAS;05/23/2014;21;4DSD;TOYOT;T;27030;69230;63030;20141116;88.0;88;88;356970;T301;D;1216P;;K;O;137;Clermont Ave;;0.0;408.0;d1;;Y;1130A;0100P;GY;;2009.0;;0.0;J 31;21-No Parking (street clean);;;
7844;6691931;7004957688;GKD4786;NY;PAS;04/14/2014;21;4DSD;HYUND;T;9640;57490;7990;20150829;114.0;114;114;345381;T401;L;1020A;;Q;F;30-54;41st St;;0.0;408.0;d1;;Y  Y;0930A;1100A;WH;;2013.0;;0.0;F 41;21-No Parking (street clean);;;
7845;1817361;7421123878;GGJ4004;NY;PAS;09/30/2013;37;4DSD;MERCU;T;0;0;0;20150818;52.0;52;52;358190;T201;F;0308P;0302P;BX;I;E;Jerome Ave;300ft N/of E Gun Hil;0.0;408.0;h1;;Y;0800A;0700P;GR;;1995.0;207-3025;0.0;29 -;37-Expired Muni Meter;;;
7855;5293180;7166718559;CTC1617;NY;PAS;02/10/2014;38;4DSD;FORD;T;47150;38470;40995;20160105;122.0;122;122;356557;T303;E;0330P;;R;F;470;Seaview Ave;;0.0;408.0;h1;;Y;0800A;0800P;BLACK;;2003.0;;0.0;06-P;38-Failure to Display Muni Rec;;;
7874;3395740;7093459420;ETK9612;NY;PAS;11/21/2013;21;4DSD;NISSA;T;0;0;0;20150729;48.0;48;48;357782;T201;F;0951A;;BX;I;N;E 181st St;30ft W/of 3rd Ave;0.0;408.0;d1;;Y  Y;0930A;1100A;WH;;2007.0;;0.0;01 -;21-No Parking (street clean);;;
7877;862318;7048964388;GEG1474;NY;PAS;08/27/2013;38;4DSD;INFIN;T;14590;23130;21690;20150131;5.0;5;5;356978;T101;G;0107P;;NY;F;218;Centre St;;0.0;408.0;h1;;Y;0730A;0700P;BL;;2009.0;;0.0;25 -;38-Failure to Display Muni Rec;;;
7879;2793861;7751944729;FJG2356;NY;PAS;10/31/2013;21;4DSD;BMW;T;47220;28470;28500;20150307;47.0;47;47;358186;T202;E;1141A;;BX;F;4067;Lowerre Pl;;0.0;408.0;d1;;Y;1130A;0100P;GY;;2008.0;;0.0;22P;21-No Parking (street clean);;;
7882;8186876;7983582330;FEG1016;NY;PAS;05/22/2014;40;4DSD;TOYOT;T;18570;10210;10110;88888888;19.0;19;19;358126;T103;E;0933A;;NY;F;208;E 79th St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;2010.0;;2.0;CC1;40-Fire Hydrant;;;
7886;7889003;7096061484;GNC1263;NY;PAS;05/13/2014;71;4DSD;HONDA;T;27096;23050;23110;20160414;105.0;105;105;343942;T402;M;0751A;;Q;F;147-17;230th St;;0.0;408.0;j6;;YYYYYYY;;;GL;;0.0;;0.0;M 42;71A-Insp Sticker Expired (NYS);;;
7888;3848035;7987199217;BSTS970;ON;PAS;01/10/2014;21;4DSD;NISSA;T;35170;11710;44990;20140188;20.0;20;20;355205;T103;B;0818A;;NY;F;210;W 70th St;;0.0;408.0;d1;;Y  Y;0800A;0930A;GREEN;;0.0;;0.0;CC1;21-No Parking (street clean);;;
7890;4430847;7095435510;GFM3835;NY;PAS;12/03/2013;21;4DSD;BMW;T;64790;18140;51090;20150310;103.0;103;103;354200;T803;B;0020A;;Q;F;90-27;Sutphin Blvd;;0.0;408.0;d1;;Y;1200A;0300A;WH;;2011.0;;0.0;U -;21-No Parking (street clean);;;
7897;2252427;5071165326;FBF1944;NY;PAS;10/13/2013;7;4DSD;ME/BE;V;0;0;0;0;;0;0;0;;;0223P;;;;;OCEAN PKWY.(N/B)@AVE;.W.-LV-4;0.0;1111.0;D;T;;;;WH;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7900;2381211;7005661035;FBF3552;NY;PAS;10/18/2013;14;4DSD;ME/BE;T;57790;9790;9710;20140712;114.0;114;114;354057;T401;G;0406P;;Q;O;42-01;Northern Blvd;;0.0;408.0;c;;YYYYY;0400P;0700P;TN;;2005.0;;0.0;A -;14-No Standing;;;
7903;3146123;7003317280;DKT4092;NY;PAS;11/13/2013;70;4DSD;HYUND;T;14890;28990;59990;20130926;112.0;112;112;352040;T401;K;1134A;;Q;F;107-24;71st Ave;;0.0;408.0;j3;;YYYYYYY;;;BL;;2006.0;;0.0;40 -;70A-Reg. Sticker Expired (NYS);;;
7906;6612264;7028557947;B21AP;NJ;PAS;03/29/2014;38;4DSD;BMW;T;36930;14280;14330;88888888;63.0;63;63;357794;T302;I;1231P;;K;F;1717;E 48th St;;0.0;408.0;h1;;Y;0800A;0700P;BLACK;;0.0;;0.0;35 3;38-Failure to Display Muni Rec;;;
7913;3468675;7702323930;F15CSU;NJ;PAS;11/23/2013;46;4DSD;BMW;T;5780;5830;5930;88888888;78.0;78;78;358242;T302;B;0123P;;K;F;301;7th Ave;;0.0;408.0;f1;;;;;BLACK;;0.0;;0.0;58 -;46A-Double Parking (Non-COM);;;
7914;143751;7789905820;CBU3251;NY;PAS;07/30/2013;20;4DSD;PONTI;T;61470;45990;29020;20140928;109.0;109;109;331844;T401;H;0540P;;Q;F;42-47;Saull St;;0.0;408.0;d;;YYYYY;0800A;0600P;TAN;;2001.0;;0.0;X -;20A-No Parking (Non-COM);;;
7918;2845627;7121489302;EPZ4227;NY;PAS;11/02/2013;38;4DSD;TOYOT;T;33490;20620;24050;20131212;1.0;1;1;355551;T105;J;0907A;;NY;O;160;Water St;;0.0;408.0;h1;;Y;0900A;1000P;TN;;0.0;;0.0;007;38-Failure to Display Muni Rec;;;
7926;7245597;7772109696;FMH1123;NY;PAS;04/03/2014;37;4DSD;HYUND;T;17190;13610;10350;20150704;9.0;9;9;359584;T101;D;0609P;0600P;NY;O;70;E 10th St;;0.0;408.0;h1;;Y;0830A;0700P;BK;;2012.0;147-3064;0.0;55 1;37-Expired Muni Meter;;;
7927;3623176;7862746211;2FHN10;MA;PAS;11/29/2013;31;4DSD;HONDA;T;17930;10410;25390;88880088;18.0;18;18;358577;T102;M;0509P;;NY;F;5;E 47th St;;0.0;408.0;l3;;YYYYY;0700A;0600P;SILVE;;0.0;;0.0;99 -;31-No Stand (Com. Mtr. Zone);;;
7928;871010;7752176266;GGC5097;NY;PAS;08/27/2013;38;4DSD;NISSA;T;51090;26690;26740;20150418;105.0;105;105;358605;T402;D;0501P;;Q;F;216-11;Jamaica Ave;;0.0;408.0;h1;;Y;0800A;0700P;BL;;2012.0;;0.0;15 -;38-Failure to Display Muni Rec;;;
7938;6747821;7155490404;5K60B;NY;OMT;04/01/2014;14;4DSD;NS/OT;T;10610;0;0;20150228;18.0;18;18;357700;T106;H;0333P;;NY;I;E;7th Ave;35ft S/of W 47th St;0.0;408.0;c;;YYYYYYY;;;YELLO;;0.0;;0.0;108;14-No Standing;;;
7943;1251579;7926289012;L7772L;CT;PAS;09/10/2013;14;4DSD;CADIL;T;18150;25390;27790;20130088;17.0;17;17;346354;T106;G;0901P;;NY;O;32;E 58th St;;0.0;408.0;c;;YYYYYYY;;;BLACK;;0.0;;0.0;99 -;14-No Standing;;;
7944;4852814;7809747344;FYL8815;NY;PAS;12/20/2013;21;4DSD;NISSA;T;36250;22390;26490;20140406;28.0;28;28;355654;T103;D;1106A;;NY;O;350;W 124th St;;0.0;408.0;d1;;Y  Y;1100A;1230A;GY;;2011.0;;0.0;31 -;21-No Parking (street clean);;;
7949;4511313;7359976327;604LUX;MN;PAS;12/05/2013;38;4DSD;NISSA;T;10210;18550;18570;20130088;19.0;19;19;343930;T103;G;0816A;;NY;F;1380;3rd Ave;;0.0;408.0;h1;;Y;0800A;0700P;SILVE;;0.0;;0.0;16 -;38-Failure to Display Muni Rec;;;
7956;8462948;7990744454;DCC5194;NY;PAS;06/02/2014;14;4DSD;BMW;T;10410;18930;22000;20141130;23.0;23;23;352957;T103;N;0322P;;NY;F;1184;5th Ave;;0.0;408.0;c;;YYYYYYY;;;BK;;2013.0;;0.0;C 77;14-No Standing;;;
7959;6457384;4002764503;FTJ6613;NY;PAS;03/24/2014;5;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0648P;;;;;SB NOSTRAND AVE @ LI;NDEN BLVD;0.0;1111.0;C;T;;;;GY;;2011.0;;0.0;;BUS LANE VIOLATION;;;
7961;7031188;7065450430;DNW1842;NY;PAS;04/12/2014;38;4DSD;HONDA;T;87030;0;0;20140625;62.0;62;62;351343;T302;A;1020A;;K;I;W;Van Sicklen St;10ft S/of Avenue U;0.0;408.0;h1;;Y;0900A;0700P;BK;;2007.0;;0.0;33 3;38-Failure to Display Muni Rec;;;
7963;8470395;7303173602;GBT5497;NY;PAS;06/03/2014;40;4DSD;VOLKS;T;11710;0;0;20140901;24.0;24;24;355313;T103;CC;0842A;;NY;I;W;Amsterdam Ave;25ft S/of W 86th St;0.0;408.0;e2;;YYYYYYY;;;BLACK;;2013.0;;0.0;54 7;40-Fire Hydrant;;;
7964;106345;7695175950;042KFN;OK;PAS;07/29/2013;21;4DSD;NISSA;T;37930;41730;40230;20140688;67.0;67;67;355708;T302;Y;0827A;;K;O;990;E 93rd St;;0.0;408.0;d1;;Y;0800A;0930A;BLACK;;0.0;;0.0;C -;21-No Parking (street clean);;;
7966;7805814;7137869658;EJY9550;NY;PAS;05/09/2014;14;4DSD;ACURA;T;0;0;0;20140716;109.0;109;109;357054;T401;N;0759A;;Q;I;W;Colden St;0ft N/of Geranium Av;0.0;408.0;c;;YYYYYYY;;;BL;;2008.0;;0.0;Y 41;14-No Standing;;;
7971;5432666;7996908515;T32BMS;NJ;PAS;02/18/2014;38;4DSD;TOYOT;T;42730;13630;55930;88888888;75.0;75;75;358578;T301;P;0237P;;K;F;3405;Fulton St;;0.0;408.0;h1;;Y;0800A;0700P;SILVE;;0.0;;0.0;W 31;38-Failure to Display Muni Rec;;;
7973;8265929;7700783159;HXK9559;PA;PAS;05/27/2014;21;4DSD;AUDI;T;27530;5480;57630;20141188;76.0;76;76;358211;T302;B;1251P;;K;F;517;Clinton St;;0.0;408.0;d1;;Y;1130A;0100P;GREY;;0.0;;0.0;55 3;21-No Parking (street clean);;;
7989;2849683;7660121110;FXH4587;NY;PAS;11/02/2013;40;4DSD;KIA;T;36950;11710;13610;20140822;33.0;33;33;356274;T103;L;0254P;;NY;F;522;W 159th St;;0.0;408.0;e2;;YYYYYYY;;;GY;;2002.0;;0.0;29 -;40-Fire Hydrant;;;
7991;6285768;7685024720;GEN9542;NY;PAS;03/19/2014;14;4DSD;CADIL;T;67530;35140;69530;20150707;70.0;70;70;355076;T302;L;0734A;;K;F;239;Ocean Ave;;0.0;408.0;c;;YYYYY;0700A;1000A;BL;;2005.0;;0.0;R 32;14-No Standing;;;
7998;919654;7412684930;CZP8549;NY;PAS;08/28/2013;37;4DSD;HYUND;T;12220;70720;14620;20140921;52.0;52;52;357682;T201;I;0224P;0158P;BX;F;250;Bedford Park Blvd;;0.0;408.0;h1;;YYYYY;0800A;1000P;BR;;2012.0;225-3182;0.0;T -;37-Expired Muni Meter;;;
8000;2871204;7519990199;GDN9500;NY;PAS;11/04/2013;20;4DSD;INFIN;T;67730;14080;89740;20150113;66.0;66;66;350415;T802;B;0959P;;K;F;1028;Ocean Pky;;0.0;408.0;d;;YYYYYYY;;;BL;;2012.0;;0.0;62 -;20A-No Parking (Non-COM);;;
8002;1311190;7431871077;GJA4578;NY;OMS;09/12/2013;40;4DSD;LINCO;T;59990;40404;40404;20140930;107.0;107;107;347629;T402;B;1241P;;Q;F;139-4048;Queens Blvd;;0.0;408.0;e2;;YYYYYYY;;;WH;;2013.0;;5.0;01 -;40-Fire Hydrant;;;
8003;2598731;7084609386;FSK2362;NY;PAS;10/25/2013;19;4DSD;NISSA;T;51090;21390;21490;20151006;102.0;102;102;347603;T402;M;0221A;;Q;F;12117;Jamaica Ave;;0.0;408.0;c3;;YYYYYYY;;;BK;;2010.0;;0.0;H -;19-No Stand (bus stop);;;
8004;3668896;7082997644;BHDE442;ON;PAS;01/02/2014;14;4DSD;VOLKS;T;34870;13610;10810;20140088;18.0;18;18;357355;T400;A;0726A;;NY;F;245;W 55th St;;0.0;408.0;c;;Y;0700A;0700P;SILVE;;0.0;;0.0;01 -;14-No Standing;;;
8006;926225;7969459390;ETN1115;NY;OMS;08/28/2013;38;4DSD;FORD;T;18520;47720;66520;20130930;43.0;43;43;358902;T202;F;0637P;;BX;O;1387;Castle Hill Ave;;0.0;408.0;h1;;Y;0900A;0700P;WH;;2011.0;;0.0;12P;38-Failure to Display Muni Rec;;;
8009;1100983;7811358335;CES6479;NY;PAS;09/04/2013;20;4DSD;HYUND;T;29690;35210;35230;20141229;20.0;20;20;355220;T103;M;0200P;;NY;O;3;Riverside Dr;;0.0;408.0;d;;YYYYYYY;;;BK;;2002.0;;0.0;C -;20A-No Parking (Non-COM);;;
8011;7828449;7906779174;GEF7292;NY;PAS;05/10/2014;37;4DSD;TOYOT;T;24890;17570;17590;20150408;13.0;13;13;355642;T106;M;0203P;0147P;NY;O;151;Lexington Ave;;20140510.0;408.0;h1;;Y;0800A;0700P;GY;;2012.0;144-7216;0.0;79 6;37-Expired Muni Meter;;;
8016;704811;7044983467;T476788C;NY;OMT;08/21/2013;14;4DSD;LINCO;T;19690;14310;25890;20131031;5.0;5;5;356556;T101;M;1219P;;NY;F;40;E Broadway;;0.0;408.0;c;;YYYYYYY;;;BK;;2007.0;;0.0;E -;14-No Standing;;;
8019;5841909;7004557698;EDN5400;NY;PAS;03/04/2014;71;4DSD;ACURA;T;43360;39490;52390;20151030;109.0;109;109;358655;T401;P;1042A;;Q;O;138-14;Elder Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2004.0;;0.0;02-A;71A-Insp Sticker Expired (NYS);;;
8023;3697072;7541933077;604WEP;FL;PAS;01/06/2014;20;4DSD;TOYOT;T;13430;56430;39730;20140188;75.0;75;75;350323;T301;M;0716A;;K;F;3019;Atlantic Ave;;0.0;408.0;d;;YYYYY;0700A;1000A;SILVE;;0.0;;0.0;A -;20A-No Parking (Non-COM);;;
8028;7469115;5080089763;BDP9166;NY;PAS;04/03/2014;7;4DSD;ME/BE;V;0;0;0;0;;0;0;0;;;0158P;;;;;OCEAN PKWY (N/B) @ A;VE X;0.0;1111.0;D;T;;;;GR;;1997.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
8032;1608403;7809732171;GJB8108;NY;PAS;09/22/2013;71;4DSD;HONDA;T;36530;10810;19990;20150910;32.0;32;32;355654;T103;D;0910A;;NY;F;303;W 138th St;;0.0;408.0;j6;;;;;GY;;2013.0;;0.0;K -;71-Insp. Sticker Missing (NYS;;;
8033;6762654;7240745843;GKR5226;NY;OMS;04/03/2014;19;4DSD;NISSA;T;40930;48620;10915;20140930;63.0;63;63;355553;T302;H;0213P;;K;F;2681;Flatbush Ave;;0.0;408.0;c3;;YYYYYYY;;;BK;;2014.0;;0.0;L 32;19-No Stand (bus stop);;;
8043;2037911;7896073018;DHU7883;NY;PAS;10/06/2013;70;4DSD;PORSC;T;34190;10910;11010;20130811;10.0;10;10;331074;T501;A;0913A;;NY;F;440;W 21st St;;0.0;408.0;j3;;YYYYYYY;;;BK;;2005.0;;0.0;01 -;70A-Reg. Sticker Expired (NYS);;;
8047;96996;4001486829;EUT8126;NY;PAS;07/29/2013;5;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0206P;;;;;NB RICHMOND AVE @ PE;RGAMENT MALL DRIVEWA;0.0;1111.0;C;T;;;;WH;;2013.0;;0.0;;BUS LANE VIOLATION;;;
8053;7048261;7095658444;904ZXA;CT;PAS;04/16/2014;19;4DSD;BMW;T;0;0;0;20140088;42.0;42;42;330234;T201;N;0852A;;BX;I;S;E 174th St;40ft W/of Bryant Ave;0.0;408.0;c3;;YYYYYYY;;;BLACK;;0.0;;0.0;I 21;19-No Stand (bus stop);;;
8055;1520658;7322506510;857ZJS;CT;PAS;09/19/2013;40;4DSD;NISSA;T;35910;25690;15710;88880088;26.0;26;26;352946;T103;L;0551P;;NY;O;64;W 107th St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;5.0;H -;40-Fire Hydrant;;;
8056;4140875;7613009877;DMW2873;NY;PAS;01/21/2014;71;4DSD;TOYOT;T;26390;8990;9140;20140419;111.0;111;111;356334;T401;M;0904A;;Q;F;38-35;211th St;;0.0;408.0;j6;;YYYYYYY;;;BL;;1997.0;;0.0;Z -;71A-Insp Sticker Expired (NYS);;;
8057;8991977;7999987426;GMB1715;NY;PAS;06/21/2014;46;4DSD;AUDI;T;19190;0;0;20160205;19.0;19;19;356959;T103;L;1146A;;NY;I;N;E 111th St;70ft E/of 1st Ave;0.0;408.0;f1;;;;;GY;;2004.0;;0.0;C 77;46A-Double Parking (Non-COM);;;
8060;7589308;7637395339;CQQM80;FL;PAS;05/02/2014;21;4DSD;NISSA;T;18310;10010;45590;20141188;19.0;19;19;355455;T103;K;1119A;;NY;F;400;E 66th St;;0.0;408.0;d1;;Y  Y;1100A;1230A;TAN;;0.0;;0.0;CC1;21-No Parking (street clean);;;
8067;8265080;7697150761;GMA7345;NY;PAS;05/27/2014;20;4DSD;NISSA;T;77930;0;0;20151115;67.0;67;67;359593;T302;P;0127P;;K;I;N;Snyder Ave;7ft W/of Veronica Pl;0.0;408.0;d;;YYYYYYY;;;TN;;1995.0;;0.0;08 3;20A-No Parking (Non-COM);;;
8068;1822775;7891085304;T638914C;NY;OMT;09/30/2013;14;4DSD;LINCO;T;18210;0;0;20140731;19.0;19;19;357779;T106;M;0344P;;NY;I;S;E 61st St;10ft W/of Madison Av;0.0;408.0;c;;YYYYYYY;0700A;0700P;BK;;2014.0;;0.0;99 -;14-No Standing;;;
8070;6508982;7004208450;EP341;CT;PAS;03/26/2014;21;4DSD;FORD;T;10840;9140;62590;20080288;108.0;108;108;355127;T401;C;1106A;;Q;O;39-12;50th St;;0.0;408.0;d1;;Y;1100A;1230A;OTHER;;0.0;;0.0;40 4;21-No Parking (street clean);;;
8071;4839222;7705861847;FFN7956;NY;PAS;12/16/2013;38;4DSD;HONDA;T;5580;6030;6130;20141125;78.0;78;78;357731;T302;R;0417P;;K;F;456;5th Ave;;0.0;408.0;h1;;Y;0830A;0700P;BR;;2013.0;;0.0;56 -;38-Failure to Display Muni Rec;;;
8073;6309984;5073073551;FSJ8775;NY;PAS;03/19/2014;7;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0833P;;;;;HORACE HARDING EXPWY;.(E/B)@173RD ST.-RV-;0.0;1111.0;D;T;;;;BK;;2012.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
8079;3574093;7985940339;EWD6733;NY;PAS;11/27/2013;40;4DSD;NISSA;T;17310;12310;16400;88888888;13.0;13;13;347628;T800;B2;0119A;;NY;O;700;E 16th St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;0.0;A -;40-Fire Hydrant;;;
8086;7456039;5073327123;FFN7904;NY;PAS;04/19/2014;7;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0312P;;;;;BOSTON RD.(E)@ PELHA;M PKWY.-X6-2;0.0;1111.0;D;T;;;;GY;;2011.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
8088;3931597;7392793949;GBC1739;NY;PAS;01/14/2014;21;4DSD;TOYOT;T;36320;74780;74810;20140902;52.0;52;52;358129;T201;J;1142A;;BX;O;2529A;Grand Ave;;0.0;408.0;d1;;Y  Y;1130A;0100P;SILVE;;2012.0;;0.0;53 -;21-No Parking (street clean);;;
8092;7854237;7096839914;GKJ8786;NY;PAS;05/12/2014;16;4DSD;HONDA;T;0;36290;0;20150926;28.0;28;28;359632;T103;P;0449P;;NY;R;2116;Adam Clayton Powell;w 126 st;0.0;408.0;k2;;YYYYY;0700A;0700P;GY;;2008.0;;0.0;C 77;16A-No Std (Com Veh) Non-COM;;;
8094;300867;7002178167;BEC4077;NY;PAS;08/05/2013;38;4DSD;LEXUS;T;55690;15640;15790;20131125;104.0;104;104;357694;T401;O;0240P;;Q;O;74-04;Metropolitan Ave;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2010.0;;0.0;K -;38-Failure to Display Muni Rec;;;
8095;1224550;7335574481;FJC9739;NY;PAS;09/09/2013;10;4DSD;HYUND;T;10010;18710;18730;20150406;19.0;19;19;354164;T103;H;1233P;;NY;F;1661;1st Ave;;0.0;408.0;b;;YYYYYYY;;;BK;;2010.0;;0.0;56 -;10-No Stopping;;;
8096;4568067;7719903730;T633521C;NY;OMT;12/02/2013;37;4DSD;TOYOT;T;24890;18590;18610;20140331;19.0;19;19;356968;T103;R;0440P;0428P;NY;F;1170;Lexington Ave;;0.0;408.0;h1;;YYYYY;1000A;0700P;BK;;2013.0;119-4771;0.0;C -;37-Expired Muni Meter;;;
8102;7604378;7513820855;T523784C;NY;OMT;05/03/2014;21;4DSD;TOYOT;T;63030;54000;41930;20141031;79.0;79;79;345228;T301;A;0807A;;K;F;633;Myrtle Ave;;0.0;408.0;d1;;Y;0800A;0830A;BK;;2014.0;;0.0;A 31;21-No Parking (street clean);;;
8106;1913551;7486327946;EJS1994;NY;PAS;10/02/2013;37;4DSD;TOYOT;T;28990;14740;14810;20140703;112.0;112;112;358646;T402;D;0814P;0738P;Q;F;70-24;Austin St;;0.0;408.0;h1;;Y;0830A;1000P;GY;;2008.0;405-5144;0.0;15 -;37-Expired Muni Meter;;;
8109;3236802;7988381829;EPR9256;NY;PAS;11/15/2013;21;4DSD;VOLVO;T;18610;10410;25390;20150512;19.0;19;19;346346;T503;E1;0911A;;NY;F;4;E 81st St;;0.0;408.0;d1;;Y  Y;0900A;1030A;GL;;2002.0;;0.0;CC1;21-No Parking (street clean);;;
8115;6862299;7753914960;GKX6602;NY;PAS;04/10/2014;21;4DSD;TOYOT;T;51890;37290;10990;20160209;115.0;115;115;358897;T401;E;0825A;;Q;F;86-08;Justice Ave;;0.0;408.0;d1;;YY YY;0800A;0830A;GR;;1999.0;;0.0;46 4;21-No Parking (street clean);;;
8118;3791537;7701136009;M773SL;NY;PAS;01/09/2014;20;4DSD;HONDA;T;29830;28930;94830;20140617;76.0;76;76;350416;T302;I;0150P;;K;O;197;Court St;;0.0;408.0;d;;YYYYYYY;;;GY;;2010.0;;0.0;55 -;20A-No Parking (Non-COM);;;
8120;389513;7693113400;GGS7987;NY;PAS;08/08/2013;20;4DSD;BMW;T;59430;94530;54050;20150724;61.0;61;61;346177;T302;Y;1122A;;K;F;1955;McDonald Ave;;0.0;408.0;d;;YYYYY;0800A;0600P;GY;;1997.0;;0.0;N -;20A-No Parking (Non-COM);;;
8122;968361;7094414286;H38CYE;NJ;PAS;08/30/2013;68;4DSD;TOYOT;T;28830;67780;23030;88888888;60.0;60;60;345428;T802;A;1112P;;K;O;3260;Coney Island Ave;;0.0;408.0;a1;;;;;TAN;;0.0;;0.0;06 -;68-Not Pkg. Comp. w Psted Sign;;;
8124;1052706;7862727277;YJS95V;NJ;PAS;09/03/2013;38;4DSD;HONDA;T;17650;10210;10110;88888888;17.0;17;17;358577;T102;M;1256P;;NY;O;201;E 33rd St;;0.0;408.0;h1;;Y;0900A;0700P;GREY;;0.0;;0.0;29 -;38-Failure to Display Muni Rec;;;
8129;8870621;8004053592;GCF2807;NY;PAS;06/17/2014;37;4DSD;HYUND;T;20740;0;0;20141003;106.0;106;106;358216;T402;B;0610P;0603A;Q;I;W;114th St;45ft N/of Liberty Av;0.0;408.0;h1;;Y;0900A;0700P;BL;;2013.0;429-3035;0.0;24 4;37-Expired Muni Meter;;;
8130;7184194;7580641513;FDY2316;NY;PAS;04/26/2014;38;4DSD;HONDA;T;15350;27050;32940;20140810;1.0;1;1;351929;T105;C;0532P;;NY;F;130;Church St;;0.0;408.0;h1;;Y;0900A;0700P;BK;;2013.0;;0.0;042;38-Failure to Display Muni Rec;;;
8135;8613412;7099575867;FCY8410;NY;PAS;06/07/2014;38;4DSD;HONDA;T;8390;8690;8790;20140720;114.0;114;114;355088;T401;I;1229P;;Q;F;36-36;33rd St;;0.0;408.0;h1;;Y;0900A;0700P;SILVE;;1992.0;;0.0;34-P;38-Failure to Display Muni Rec;;;
8137;7402383;7421161820;GLR7346;NY;PAS;04/30/2014;40;4DSD;HONDA;T;8820;12550;74570;20160122;46.0;46;46;358190;T201;I;0447P;;BX;F;1925;Andrews Ave;;0.0;408.0;e2;;YYYYYYY;;;BLACK;;1992.0;;7.0;W 21;40-Fire Hydrant;;;
8138;750754;7092157122;EFF9349;NY;PAS;08/22/2013;38;4DSD;HONDA;T;10590;0;0;20140214;108.0;108;108;358121;T401;N;0313P;;Q;I;S;48th Ave;20ft E/of Vernon Blv;0.0;408.0;h1;;Y;0900A;0700P;GY;;2013.0;;0.0;K -;38-Failure to Display Muni Rec;;;
8140;5987062;7097882463;EMM5784;NY;PAS;03/08/2014;21;4DSD;MITSU;T;0;40404;40404;20141202;32.0;32;32;349570;T103;B;0810A;;NY;F;2477;Adam Clayton Powell;;0.0;408.0;d1;;Y;0800A;0900A;RD;;2002.0;;0.0;M 77;21-No Parking (street clean);;;
8148;5844562;7135489548;EGW2328;NY;PAS;03/04/2014;31;4DSD;LEXUS;T;34530;10810;10910;20140309;14.0;14;14;355618;T106;I;0151P;;NY;F;350;W 38th St;;0.0;408.0;l3;;YYYYY;0600A;0700P;BK;;2013.0;;0.0;99 6;31-No Stand (Com. Mtr. Zone);;;
8155;6948305;7982715254;T627570C;NY;OMT;04/03/2014;38;4DSD;NISSA;T;13610;36690;36710;20141130;32.0;32;32;358590;T103;R;0231P;;NY;F;3569;Broadway;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2011.0;;0.0;09 7;38-Failure to Display Muni Rec;;;
8158;9062440;7779947774;EWL4628;NY;PAS;06/24/2014;37;4DSD;HONDA;T;0;0;0;20160209;40.0;40;40;359599;T201;G;0621P;0614P;BX;I;W;Courtlandt Ave;30ft N/of E 149th St;0.0;408.0;h1;;Y;0900A;0700P;GR;;1995.0;202-8506;0.0;45 2;37-Expired Muni Meter;;;
8163;8271552;7061377562;BJH6716;NC;PAS;05/27/2014;31;4DSD;NISSA;T;13610;34530;34550;20140088;14.0;14;14;359628;T102;K;0413P;;NY;F;1410;Broadway;;0.0;408.0;l3;;YYYYY;0700A;0600P;BLACK;;0.0;;0.0;MC 9;31-No Stand (Com. Mtr. Zone);;;
